Geneid	G10	G11	G15	G16	G3	G4	G5	G8	G9	KP0B	KP0	KP1B	KP1	KP2B	KP2	KP4B	KP4	KP6B	KP6	WP2	WP6
Gm27046	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx3-ps3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm26968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030471H07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12416	0	0	1	2	2	0	2	2	1	3	2	1	0	2	0	7	0	1	2	3	1
Gm12414	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bnc2	0	0	1	0	1	3	0	2	0	0	0	0	3	1	0	4	0	2	2	1	1
Gm12421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntln	38	6	3	10	23	8	17	8	71	10	5	8	13	6	2	5	1	2	1	21	19
Gm12418	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Gm12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl2	886	557	967	1085	635	709	770	927	957	938	638	1087	587	1094	633	746	742	755	846	1114	1022
Gm12413	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
Adamtsl1	1	0	3	0	5	2	1	3	1	0	0	6	7	5	0	8	3	7	22	1	8
Gm26069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12550	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Saxo1	8	0	2	0	0	0	0	9	7	19	7	4	0	0	2	9	2	0	0	6	17
Gm26017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Saxo1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rraga	947	882	1020	878	933	798	614	1190	932	912	713	960	1015	1298	799	1013	730	1166	1057	1130	1393
Haus6	380	112	266	321	233	396	287	368	311	237	152	251	190	351	174	345	153	420	166	228	426
Scarna8	0	0	0	0	0	0	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0
Gm12551	75	0	10	5	4	2	0	17	81	10	13	13	2	21	10	4	6	18	22	14	13
Plin2	1761	1967	2669	2415	1325	1287	1169	2210	1857	1464	1171	1701	1133	2122	1794	1664	1942	2019	2247	1822	1671
Dennd4c	3838	1294	3508	4116	1149	2807	2489	3351	3552	2973	1917	3313	2275	3410	2252	2580	1936	2523	1521	3772	3477
Gm12630	1	0	3	0	0	2	0	1	0	2	4	4	1	1	0	4	2	2	0	1	4
Rps6	6307	14384	6466	6913	16056	4703	6282	12300	5233	8376	6301	9121	8008	9426	6805	8210	6245	11167	7727	10731	10941
Acer2	140	159	126	121	146	74	104	298	160	183	127	172	144	200	150	220	127	180	160	257	278
Slc24a2	3	0	0	0	0	3	4	1	4	1	0	0	0	0	0	0	0	0	2	0	0
Gm12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12604	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt3	1209	791	1220	1447	718	607	664	1338	1097	1108	775	1183	818	1488	964	1167	747	1077	894	1367	1111
Gm12631	1	0	1	5	2	8	0	0	1	0	0	3	0	1	0	0	0	1	0	1	2
Gm12646	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Focad	391	105	349	325	152	208	244	529	407	299	178	333	395	502	286	400	233	479	369	445	562
Mir491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Hacd4	75	1	15	13	8	7	5	78	59	29	37	38	20	33	13	22	10	26	26	47	64
Ifnb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl48-ps	2	0	1	0	4	2	3	4	1	1	0	1	1	2	1	4	4	0	0	3	1
Ifna12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C87499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13273	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm13282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Klhl9	1618	1531	1694	2216	2155	1348	1446	2231	1455	1340	1008	1521	1047	1546	1175	1450	907	1175	1182	1955	1390
Gm26566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13274	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
AL928605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13283	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Gm10582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Gm10581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13277	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm13278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26867	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930553M12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AL805899.1	0	5	94	114	44	361	207	1	2	1	0	3	1	1	0	3	2	16	6	0	1
Mir31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL805899.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wincr1	0	0	2	20	1	2	8	0	0	0	0	0	0	0	3	0	7	4	4	0	0
Gm12602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtap	69	70	52	83	300	103	146	161	90	104	79	114	102	95	123	308	95	256	186	136	181
Gm12607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm26490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0
Tgif2-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12606	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Cdkn2a	0	0	3	7	17	4	7	1	0	0	0	1	1	0	0	4	2	9	0	0	2
Cdkn2b	781	2173	2194	2854	2940	2706	2423	790	1001	890	788	1545	742	2297	1932	1780	1361	2028	1835	1418	1440
Gm12609	0	0	0	4	2	1	0	1	2	1	0	0	0	0	0	0	1	0	3	0	0
Gm12610	0	0	1	4	1	3	1	0	0	0	0	0	0	0	3	1	3	1	1	0	1
Gm12608	5	7	5	6	6	13	13	5	9	7	3	14	0	2	0	0	2	3	2	5	7
Gm27580	1	0	0	3	2	4	2	0	1	3	0	1	0	3	0	2	0	2	3	5	0
Dmrta1	10	0	0	0	0	0	0	0	9	2	15	0	6	6	1	0	1	0	0	0	2
Gm12629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12633	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2
Gm12634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12643	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm12644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl2	1	0	5	2	3	1	4	1	9	0	0	2	2	0	0	2	0	1	0	0	6
Gm12653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12669	13	21	9	9	9	6	10	12	5	5	9	5	10	8	9	12	6	6	8	4	5
Gm12671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
4930577H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12666	1	0	0	0	16	0	0	28	1	25	0	0	8	0	21	13	7	0	3	7	22
Gm12638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12642	0	0	0	0	1	4	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0
Tusc1	76	126	40	106	71	62	98	141	80	122	66	162	122	131	96	66	100	89	90	181	137
Gm12649	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm23443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12655	32	12	12	14	7	9	15	10	18	7	12	13	5	13	3	14	9	9	2	5	10
Gm22804	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Gm12656	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0
Caap1	236	242	197	222	235	235	144	285	197	154	135	209	164	268	154	179	109	265	192	224	269
Gm10306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plaa	1473	957	1265	1244	1045	1209	1015	1793	1343	1269	943	1316	1131	1485	1131	1449	800	1936	1103	1608	1871
Gm12657	9	1	5	5	9	2	2	6	6	14	0	6	4	8	7	5	6	10	10	7	19
Ift74	172	165	166	200	243	125	115	223	198	122	71	167	145	147	102	96	83	126	66	159	163
Lrrc19	1058	2815	3010	3552	2868	1927	2188	966	1082	971	871	1841	761	2102	1284	1755	1264	1677	1452	1305	1132
Mir872	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tek	4	11	11	32	2	2	2	2	9	2	2	4	5	5	8	15	3	6	2	12	14
Eqtn	1	0	2	3	0	5	0	0	1	3	1	0	0	3	0	4	1	4	0	2	2
Gm12693	8	6	2	1	2	4	1	5	1	4	3	8	3	2	3	1	2	5	2	4	6
Mysm1	986	224	779	855	443	1071	959	727	994	765	418	755	430	727	373	554	273	664	268	657	887
Gm12694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12703	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0
Gm12704	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Jun	4043	1260	3185	4444	1335	2030	2428	2323	3517	2469	2599	3612	2900	4631	3366	2720	2434	1751	3051	2693	2980
Junos	44	0	32	34	10	34	5	34	37	30	13	51	8	53	7	18	18	19	14	47	37
n-R5s189	3	10	0	1	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0
4930551L18Rik	3	0	0	0	0	0	0	0	3	2	1	3	0	0	1	0	1	0	0	1	7
Gm28096	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1
Gm12708	1	0	5	5	0	0	1	2	2	2	2	0	1	0	1	0	0	2	0	2	4
Gm29064	2	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	3
Gm830	170	3	3	5	71	50	84	579	246	224	83	148	178	47	39	7	9	2	0	245	190
Gm12707	4	0	0	0	0	4	0	3	5	2	3	1	1	1	1	0	0	0	0	1	2
Gm25004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fggy	292	31	76	65	28	67	25	202	165	148	113	162	112	170	81	43	32	87	21	177	273
Gm20651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530080O11Rik	5	5	5	8	8	11	9	6	1	13	4	10	3	4	7	11	4	4	10	6	6
Hook1	7427	2898	6557	6254	4690	6606	6448	6554	7878	5741	3545	5804	4019	5436	4340	4953	2410	5923	2046	5625	6956
Cyp2j13	6	17	4	2	4	13	11	3	4	2	1	7	4	3	1	4	3	2	3	5	1
Hspe1-ps6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Cyp2j7-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j7-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j7-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j15-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j11	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	1	0	2
Cyp2j14-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j8	0	0	1	6	0	1	2	0	0	0	0	3	3	1	0	4	4	1	2	5	0
Cyp2j6	2327	6541	6601	6815	2414	2909	2796	2435	2392	2546	2068	5810	2299	8735	6470	5990	7586	6504	7497	2779	2644
Cyp2j9	47	94	81	140	40	38	46	107	69	70	38	164	48	252	178	163	245	168	164	100	78
Cyp2j5	0	7	24	57	0	1	1	1	0	0	0	1	0	0	2	3	3	2	6	0	0
Gm12695	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm27579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12696	5	20	10	7	14	4	5	16	6	11	9	9	17	11	5	10	8	19	7	10	21
Gm12697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130114P18Rik	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm12676	5	0	0	1	1	0	1	7	1	4	0	2	1	0	0	0	0	0	2	0	0
Nfia	660	400	394	397	289	375	584	551	586	341	290	487	316	447	295	430	215	347	334	419	454
Gm12691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610025J13Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12788	2	0	4	7	5	2	4	3	3	0	1	6	0	1	5	11	0	2	1	4	10
Tm2d1	519	308	500	556	551	370	233	529	461	418	298	377	319	527	366	464	308	566	398	450	497
Gm24960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patj	2632	1833	4407	4641	1692	3985	3607	2123	2303	1922	1597	2749	1525	4042	2370	3256	2668	3004	3039	3117	2462
Gm22625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm26154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Gm12846	1	0	1	0	0	0	0	1	0	2	3	6	0	3	0	3	2	1	0	0	0
L1td1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0
Gm17376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kank4	31	0	0	0	0	4	3	30	35	20	6	6	21	13	3	9	3	1	5	17	31
Kank4os	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3
I0C0044D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp1	1546	897	1356	1360	1403	1411	1453	1974	1385	1196	792	1230	988	1482	1041	1516	825	1838	846	1477	1972
Dock7	2368	922	2138	2572	963	1579	1409	2001	1786	1669	1084	2348	1494	2776	1578	2337	1480	2418	1838	2050	2475
Angptl3	1	0	0	3	0	1	0	0	0	1	0	10	7	8	1	9	2	8	1	0	0
Gm12852	0	0	0	0	0	2	0	1	0	0	0	0	1	4	1	3	0	1	0	1	0
Gm12705	0	0	0	0	0	0	0	0	0	2	1	2	1	2	0	0	0	2	3	1	3
Gm12681	2	0	1	1	6	1	0	0	4	0	0	0	0	1	0	2	0	0	0	0	2
Atg4c	492	421	572	616	453	492	519	561	394	362	271	362	341	488	328	400	260	420	310	382	467
Gm10305	0	0	1	0	0	3	1	0	1	6	0	1	0	2	3	4	1	0	0	0	3
Gm12689	6	107	11	15	6	13	11	0	7	4	4	6	2	5	2	7	9	3	5	1	8
Gm37556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12688	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0
Foxd3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	3	0	0	1
Gm23366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12682	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg6	726	367	617	582	480	468	393	905	678	511	413	659	382	610	406	563	316	723	479	653	797
Itgb3bp	92	88	91	144	177	76	76	160	106	82	58	76	51	96	59	91	38	101	56	96	93
Efcab7	53	18	35	35	27	36	31	34	66	13	28	30	24	43	14	31	15	45	31	30	40
Gm26425	5	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm1	1912	901	1159	1509	606	968	958	2173	1814	1975	1282	2024	1250	2254	1434	1485	1481	1427	1840	2380	2144
Gm12702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ror1	50	0	0	0	1	4	8	57	131	13	20	67	40	23	3	7	2	3	11	36	24
Gm12701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2u	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
Ube2uos	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc50-ps	1	0	2	1	2	2	4	0	0	0	1	2	0	1	0	1	0	1	2	0	2
Gm12700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cachd1	1505	407	661	937	327	814	835	1453	1484	1220	996	1498	913	1419	933	599	638	355	536	1727	1452
Gm10577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raver2	3	1	1	0	3	5	9	26	4	8	7	5	3	12	5	9	4	7	11	11	12
Gm22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jak1	3555	1736	3950	4215	1943	3751	2674	3276	3296	2735	2134	3197	2576	4128	2774	3238	2186	3224	2507	3478	3883
Gm24468	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0
Gm12785	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Gm25124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12796	0	0	0	1	0	0	0	4	2	0	0	4	1	0	0	0	0	0	0	0	2
Gm12793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130102H24Rik	152	3	18	31	11	63	16	21	86	57	33	42	34	41	16	18	39	23	23	30	54
Mir101a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610043K17Rik	13	0	0	1	1	8	0	9	7	22	5	25	3	2	4	4	7	2	6	5	14
Gm12795	2	0	1	0	0	0	0	0	2	2	1	0	2	8	2	1	0	1	3	4	1
Gm12798	5	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	0	0	0	1	4
Ak4	1624	4	12	21	74	16	13	993	1699	3542	2010	1459	606	485	669	353	126	613	211	2007	2924
Dnajc6	4	0	4	3	10	11	4	7	4	6	3	7	4	2	4	1	4	1	3	0	10
Gm22533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leprot	2270	1454	1788	2089	2069	1322	1427	2633	1976	2155	1471	2441	1347	2447	1703	1805	1775	1821	1663	2460	2494
Lepr	4	0	4	3	1	4	1	5	1	1	0	0	0	0	0	4	0	1	3	0	0
B020004J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12791	1	1	4	5	6	0	2	3	1	1	0	3	1	1	0	1	3	3	0	1	6
